ClientID,Surname,Firstname,FICOScore,Subsidiary,Gender,Age,Balance,Products,BankCC,Active,RegDeposits,LifeInsur,PlatStatus,Terminated
61BOS20090BD91766081496021P,Bannon,Darrick,560,Boston,Male,30,453,2,1,1,4475,1,1,0
61BOS20170SQ44420531574392N,Soren,Quincy,646,Boston,Male,32,169567,1,0,1,17018,0,0,1
61BOS20070LM19305201879805N,Lyter,Mose,569,Boston,Male,25,131283,1,0,1,4111,0,0,0
61BOS20180HH91729751365012N,Harpold,Hilaria,815,Boston,Female,34,0,1,0,0,2452,0,0,1
61BOS20090FS94539502650552N,Fuhriman,Shayna,631,Boston,Female,25,149980,1,1,1,10844,0,0,0
91CHL20150CF20515787634688N,Cucino,Female,725,Chapel Hill,Female,35,271,1,1,0,2397,0,0,1
61BOS20180TH88721546155350N,Tine,Hsiu,410,Boston,Female,63,-1146,1,0,0,10697,0,0,1
91CHL20180MM93973144522538N,Marcone,Mack,445,Chapel Hill,Male,39,79954,1,1,1,14367,0,0,0
61BOS20100FM74183734110148N,Faller,Mack,608,Boston,Male,45,59881,1,1,0,7447,0,0,0
91CHL20120BN34644245312450N,Boissy,Nathanael,466,Chapel Hill,Male,46,74029,1,1,1,4841,0,0,0
91CHL20160CW55728774610500N,Calcagino,Willetta,742,Chapel Hill,Female,76,0,2,0,1,12322,1,0,0
61BOS20130RB48927285013375N,Rainbow,Britt,598,Boston,Male,38,112158,1,1,0,167,0,0,0
91CHL20190BS71147562644151N,Barbella,Sandy,912,Chapel Hill,Male,51,113614,2,1,1,1173,0,0,1
91CHL20170BL64447778222445N,Bolenbaugh,Lawanna,746,Chapel Hill,Female,50,0,3,0,0,8317,0,0,1
61BOS20160SA6915548352380N,Sperandio,Andy,527,Boston,Male,31,135810,1,1,1,4516,0,0,0
91CHL20100HC55302473818858P,Holthus,Cristopher,666,Chapel Hill,Male,33,84,2,1,1,3899,1,1,0
61BOS20190WM95503279911651N,Whiton,Marlyn,755,Boston,Female,32,92686,1,0,0,14060,0,0,1
61BOS20120KN38784065403172N,Kingsolver,Nidia,459,Boston,Female,35,1098,1,1,1,13207,0,0,0
91CHL20180SE83852061108182N,Schmertz,Eura,433,Chapel Hill,Female,29,124201,1,0,1,5397,0,0,0
91CHL20140KR64460959698182P,Kauo,Rita,594,Chapel Hill,Female,46,64782,2,1,0,3568,1,1,0
91CHL20180PM15974908376035N,Perpall,Mi,772,Chapel Hill,Female,41,507,2,0,1,8053,0,0,0
40ATL20150NL77752372708474N,Nipps,Leonia,839,Atlanta,Female,34,105546,1,1,0,10864,0,0,1
61BOS20180HK35986956956701N,Hash,Keneth,880,Boston,Male,42,110064,5,0,1,12103,0,0,1
91CHL20120SA80404084096937N,Schall,Angella,600,Chapel Hill,Female,34,94196,2,1,1,1798,1,0,0
61BOS20110FM22936806775479P,Freeman,Mariam,566,Boston,Female,34,-874,2,1,0,18176,1,1,0
91CHL20100NL91911066355103N,Niedermeyer,Lauryn,716,Chapel Hill,Female,48,114417,2,0,0,14189,1,0,0
40ATL20190CE759827581337N,Cirelli,Eli,850,Atlanta,Male,32,164390,1,1,1,18550,0,0,1
61BOS20150BT68481647555351N,Bilinski,Treasa,741,Boston,Female,44,110886,1,1,0,9692,0,0,0
91CHL20130KT59124611544102P,Kuprewicz,Tiffiny,537,Chapel Hill,Female,49,203,3,1,1,7601,1,1,0
91CHL20090KL40083652457523N,Kinzig,Lionel,801,Chapel Hill,Male,39,0,1,1,1,6263,0,0,0
61BOS20110SE97254532441396N,Sherick,Evelyne,658,Boston,Female,36,35,1,0,0,9304,0,0,0
40ATL20080TJ95749094421787N,Tsu,Janina,774,Atlanta,Female,41,83173,1,1,1,12678,0,0,0
40ATL20090BA95230781811019N,Baggs,Agripina,716,Atlanta,Female,35,104654,2,0,0,17609,1,0,0
91CHL20170PE29476697104685P,Posis,Emmanuel,652,Chapel Hill,Male,44,106926,2,1,0,7797,1,1,0
61BOS20120DD13707670196469N,Durda,Darcel,657,Boston,Female,28,124547,1,1,1,4671,0,0,0
91CHL20170TE39581962761337N,Tiwald,Eduardo,609,Chapel Hill,Male,37,89498,1,0,1,15978,0,0,0
40ATL20180SN32975313982106N,Swartzfager,Nicholle,620,Atlanta,Female,51,122029,1,0,1,18094,0,0,1
40ATL20160PA65167181927304N,Pratts,Alvin,582,Atlanta,Male,46,82911,1,0,0,9392,0,0,1
61BOS20090TB94308137115684P,Tuckey,Branden,558,Boston,Male,32,298,2,1,1,16404,1,1,0
61BOS20170DG71523295287703P,Darrah,Georgette,592,Boston,Female,48,130506,2,1,0,5954,1,1,0
61BOS20100MJ27242698964074N,Moberley,Johnie,772,Boston,Male,44,0,1,1,1,16371,0,0,0
61BOS20140AD63035491184746P,Alonzo,Delta,538,Boston,Female,32,477,2,1,1,14310,1,1,0
61BOS20060MR92276135045375N,Mcdavid,Randy,616,Boston,Male,40,47296,1,1,0,12885,0,0,0
40ATL20120RA74260160790672N,Remund,Arianna,657,Atlanta,Female,26,147889,1,1,0,9972,0,0,1
40ATL20170SH97511455386695N,Spore,Howard,576,Atlanta,Male,53,97183,1,0,1,15016,0,0,1
61BOS20160SR18835393512452N,Seufer,Reynaldo,518,Boston,Male,47,1373,1,1,0,5213,0,0,0
61BOS20110AJ86010866536847P,Agrawal,Jimmie,469,Boston,Male,39,-897,2,1,0,4844,1,1,0
40ATL20110SA40172036143277N,Schlitzer,Aubrey,640,Atlanta,Male,37,111231,1,1,1,754,0,0,0
40ATL20150AD22389615682725N,Amarillas,Debi,639,Atlanta,Female,36,93169,2,0,0,17787,1,0,0
40ATL20170KM71722764726990N,Kinning,Magdalen,595,Atlanta,Female,26,82916,3,1,1,2212,0,0,0
91CHL20090GT5636738720626N,Gayanilo,Troy,699,Chapel Hill,Male,58,96228,2,0,1,11695,1,0,0
40ATL20150XE38600009129674N,Ximenez,Elinor,906,Atlanta,Female,42,104742,2,1,0,6759,0,0,1
61BOS20110ZB21613869534661P,Zwicker,Bernardo,625,Boston,Male,53,1021,2,1,0,8935,1,1,0
61BOS20100GD46175770108210N,Gastello,Donnell,642,Boston,Male,44,114114,1,0,1,6812,0,0,0
40ATL20160DW46282323080633N,Delbridge,Weldon,724,Atlanta,Male,45,110398,1,1,1,195,0,0,1
40ATL20110MA70838582788704N,Macmullan,August,684,Atlanta,Male,37,90101,1,1,0,15897,0,0,0
40ATL20150BO69631138303216N,Bowyer,Octavia,728,Atlanta,Female,42,144607,1,1,0,203,0,0,0
61BOS20110GT63342227858206N,Gruska,Trinidad,685,Boston,Male,38,147110,1,0,1,18215,0,0,0
61BOS20100LL14337824179131P,Leithiser,Lakendra,509,Boston,Female,59,126107,2,1,1,10947,1,1,0
61BOS20170KG59677918406307N,Kantor,Glenda,638,Boston,Female,33,222,1,0,1,7282,0,0,0
91CHL20140FB86011657415447P,Feinblatt,Breann,677,Chapel Hill,Female,32,939,2,1,0,12395,1,1,0
61BOS20130AA70435899369342N,Arnsworth,Andree,506,Boston,Female,39,99111,1,1,1,15849,0,0,0
40ATL20190PP85759868786213N,Pruyn,Pat,356,Atlanta,Male,36,136801,2,0,1,14963,0,0,0
61BOS20160JJ76932626457776N,Jahncke,Johnetta,642,Boston,Female,43,1159,1,1,0,13676,0,0,0
40ATL20190MB99232334682238N,Masom,Brandi,628,Atlanta,Female,43,117633,1,0,1,4212,0,0,1
61BOS20160WR28077069748767N,Wisener,Racquel,719,Boston,Female,25,0,1,1,1,5450,0,0,0
61BOS20080VB85020729712101N,Visnosky,Brady,446,Boston,Male,37,1107,2,1,0,1009,1,0,0
91CHL20150FH91852946299301N,Fatone,Hunter,813,Chapel Hill,Male,34,91163,1,1,0,10325,0,0,0
61BOS20120MO53876893314865N,Menjivar,Owen,535,Boston,Male,31,103106,1,1,0,12092,0,0,0
61BOS20100DO23033671420693N,Dayem,Otha,626,Boston,Male,27,93679,1,0,0,10569,0,0,0
40ATL20100PG41358735449600N,Perre,Grisel,719,Atlanta,Female,49,75204,1,0,0,960,0,0,0
40ATL20190MJ62024110591304N,Mickels,Jamel,555,Atlanta,Male,45,84593,1,0,1,14634,0,0,1
61BOS20100ZH27782800731902N,Ziak,Hortense,548,Boston,Female,38,64962,1,1,1,5803,0,0,0
40ATL20100AC87075233415151N,Ammirati,Corazon,624,Atlanta,Female,35,73030,2,0,1,15395,1,0,0
40ATL20080PJ72423686832693N,Pay,Jerlene,556,Atlanta,Female,42,147838,2,1,0,3271,1,0,0
61BOS20090SD34084045025048N,Suhar,Denny,557,Boston,Male,47,-303,2,0,1,9121,1,0,0
61BOS20130PS85352618894740N,Prati,Sheryl,751,Boston,Female,31,115944,2,1,1,15242,0,0,1
91CHL20170ER97917881475874N,Espey,Ronnie,717,Chapel Hill,Male,57,97110,1,1,1,5707,0,0,1
61BOS20120PD85347235804632N,Peden,Donn,675,Boston,Male,38,105624,1,1,1,6060,0,0,0
91CHL20140SR96739730972884N,Stoeckert,Retta,800,Chapel Hill,Female,52,1302,1,1,0,16376,0,0,1
61BOS20170FB23051203440597P,Flum,Bennett,485,Boston,Male,29,1531,2,1,0,11941,0,1,0
61BOS20100WJ60748586554888N,Workings,Jeffrey,697,Boston,Male,39,69629,2,0,1,9962,1,0,0
91CHL20190WM65207612825665N,Wiedenheft,Malcolm,599,Chapel Hill,Male,46,-602,1,0,1,2895,0,0,1
91CHL20170DA95890902611393N,Drenner,Arron,493,Chapel Hill,Male,64,90162,1,0,1,5599,0,0,0
40ATL20120AM25921164938420N,Apela,Mardell,722,Atlanta,Female,43,100074,1,1,0,11990,0,0,0
61BOS20110FD67938168070207N,Freno,Darwin,512,Boston,Male,51,94560,1,0,0,5346,0,0,1
61BOS20110KK39120571671216N,Kornrumpf,Keren,570,Boston,Female,76,294,1,1,0,15124,0,0,0
91CHL20130KK2594928713226N,Kolehmainen,Kraig,593,Chapel Hill,Male,71,1587,1,1,1,11311,0,0,0
40ATL20160ML51360364150255N,Maestre,Leontine,537,Atlanta,Female,59,87140,1,0,0,1072,0,0,1
61BOS20130ST52226188163776N,Strangstalien,Tanner,539,Boston,Male,26,61263,1,1,0,14156,0,0,0
61BOS20180SH89911579711065N,Stubbolo,Hosea,564,Boston,Male,64,63235,2,0,1,3380,0,0,0
61BOS20140VM48209222460358N,Vannuland,Mohammed,674,Boston,Male,39,0,2,0,0,16320,1,0,0
61BOS20100SJ90800806252426N,Stepnowski,Johnnie,781,Boston,Male,32,96930,2,1,1,2594,1,0,0
61BOS20100JM47287670436879P,Judge,Madelyn,808,Boston,Female,25,0,2,1,1,5292,0,1,0
91CHL20090TA92677873299485N,Trezise,Alan,646,Chapel Hill,Male,41,130678,1,0,1,18025,0,0,0
40ATL20160MS68652532649800N,Myer,Sarai,601,Atlanta,Female,36,118397,1,0,1,16416,0,0,0
40ATL20100WC84191491691402P,Wilding,Clifford,603,Atlanta,Male,36,77730,2,1,1,3789,1,1,0
61BOS20140SJ89189191114382P,Siroka,Jed,447,Boston,Male,27,-1175,3,1,1,13556,0,1,0
61BOS20150MM45624517638692N,Morioka,Marty,675,Boston,Male,40,208545,1,1,0,12525,0,0,1
61BOS20150CV3287319606315P,Copps,Van,550,Boston,Female,30,66926,2,1,1,5884,1,1,0
91CHL20110LA82700389298070P,Landess,Augustine,688,Chapel Hill,Female,36,0,2,1,1,5631,1,1,0
40ATL20140WM58049265146750N,Wolfsberger,Marisa,536,Atlanta,Female,35,75322,1,1,0,2521,0,0,0
61BOS20130HV31349253785805N,Heerkes,Verla,582,Boston,Female,41,-489,2,0,0,8828,1,0,0
91CHL20140MS58807240797654P,Musielak,Sharell,520,Chapel Hill,Female,49,-233,2,1,1,7587,1,1,0
91CHL20120AC39889532111845N,Anda,Chester,686,Chapel Hill,Male,28,0,2,0,0,13830,0,0,0
91CHL20160GT35150146429530N,Galper,Tammy,492,Chapel Hill,Female,38,100772,1,1,0,9661,0,0,0
61BOS20160FT89485155987033P,Fraga,Tyler,701,Boston,Male,31,0,2,1,1,9868,1,1,0
91CHL20120LE10171937883327P,Labranche,Edmond,478,Chapel Hill,Male,33,133930,2,1,0,7526,1,1,0
61BOS20170NA3100429171821N,Nevland,Anderson,588,Boston,Male,38,124830,1,0,0,8377,0,0,0
61BOS20120JC7171568225454P,Jobs,Clement,584,Boston,Male,28,403,2,1,1,3944,0,1,0
61BOS20110WN77077547997922P,Wnek,Noah,747,Boston,Male,48,0,3,1,0,18393,1,1,0
40ATL20110OM53878609452254N,Orme,Morgan,544,Atlanta,Female,42,164457,1,1,1,12420,0,0,0
40ATL20100SA46559584053863N,Stucki,Ambrose,793,Atlanta,Male,34,62087,1,1,0,18350,0,0,0
61BOS20170LK36007154071305P,Lumbert,Kip,727,Boston,Male,37,128295,2,1,0,7142,1,1,0
91CHL20120SG30768943162652P,Skender,Geoffrey,771,Chapel Hill,Male,39,351,2,1,1,6261,1,1,0
61BOS20180BT53489618668974N,Buckhannon,Tom,721,Boston,Male,19,142059,1,1,0,4896,0,0,1
40ATL20080SM90790086597487P,Schonert,Many,673,Atlanta,Female,46,71546,2,1,0,13049,1,1,0
91CHL20110HC94950771249072N,Heroman,Chase,409,Chapel Hill,Male,45,-644,2,0,0,17514,1,0,0
61BOS20110BB9921963109997P,Borkowski,Burton,569,Boston,Male,39,724,2,1,0,14198,1,1,0
61BOS20080FA94119653635093P,Foret,Argelia,698,Boston,Female,37,0,2,1,1,6896,1,1,0
40ATL20170CM70822677286324P,Cretella,Marleen,396,Atlanta,Female,74,148121,3,1,1,18496,1,1,0
91CHL20090SC7079899095161N,Shers,Conrad,474,Chapel Hill,Male,34,380,1,1,1,8776,0,0,0
61BOS20100BC28238968872871N,Bayona,Cesar,519,Boston,Male,46,120772,1,1,0,2785,0,0,0
61BOS20110BL13791619647728N,Bultron,Lane,692,Boston,Male,31,0,2,0,1,17381,1,0,0
40ATL20160BG27730720644173N,Bradner,Glenda,817,Atlanta,Female,31,166255,1,0,0,6774,0,0,1
91CHL20160MA78827213829818N,Maze,Aleta,806,Chapel Hill,Female,39,115262,1,1,0,16916,0,0,0
40ATL20080SJ45271254260894P,Soltmann,Jerrod,587,Atlanta,Male,33,95253,2,1,1,17148,1,1,0
40ATL20140SE61741526981042N,Sperandeo,Eric,906,Atlanta,Female,36,115204,1,0,0,2077,0,0,1
40ATL20190OS61612233856516N,Olien,Saturnina,801,Atlanta,Female,62,88173,1,1,0,8806,0,0,1
61BOS20090HC26031920928945N,Hadler,Chas,741,Boston,Male,75,94799,1,0,1,6109,0,0,0
61BOS20170BD4664333327198N,Breckenstein,Delia,467,Boston,Female,43,-1806,2,1,0,2991,1,0,0
61BOS20120OJ73806106756025N,Oclair,Juanita,636,Boston,Female,35,95914,1,0,0,16247,0,0,0
61BOS20160SC1547951840945P,Smallman,Curtis,652,Boston,Female,28,139,2,1,0,16664,0,1,0
91CHL20150SM49911819659688N,Songer,Marcelene,536,Chapel Hill,Female,41,69,2,0,1,9580,1,0,0
61BOS20150LL93475162371294N,Lebleu,Lupe,516,Boston,Male,21,-829,1,1,1,3479,0,0,0
61BOS20110VN19137827101917N,Vansyckle,Nakia,706,Boston,Female,45,956,2,0,0,13861,1,0,0
61BOS20170NB25374270941186P,Nanna,Branden,422,Boston,Male,59,-251,2,1,1,10756,1,1,0
61BOS20160KR88824391744886N,Krafft,Ricarda,769,Boston,Female,36,0,2,1,0,160,1,0,0
61BOS20140CM78695374393576N,Crepeau,Moises,782,Boston,Male,32,109014,1,1,0,867,0,0,0
61BOS20190HB39111754901590N,Harbaugh,Berry,619,Boston,Male,34,449,2,1,0,914,0,0,0
61BOS20080SW17459068796806N,Solders,Wesley,461,Boston,Male,36,109352,2,0,0,11267,1,0,0
61BOS20160GS2391042363855N,Goshay,Susana,514,Boston,Female,28,-1814,1,1,1,7407,0,0,0
61BOS20090TS5193954067266N,Teagarden,Sheena,358,Boston,Female,56,-298,1,0,1,7203,0,0,0
91CHL20170DI40049258545688N,Dickel,Isabella,539,Chapel Hill,Female,43,-474,1,1,1,490,0,0,0
61BOS20130KJ25193769597695N,Khay,Julius,601,Boston,Male,40,667,1,1,0,7240,0,0,0
40ATL20140ZJ67706711937482N,Zillmer,Joann,809,Atlanta,Female,52,84647,1,1,0,11889,0,0,1
61BOS20100KL38749497943915N,Klingner,Lael,573,Boston,Female,42,96821,1,1,1,56,0,0,0
61BOS20140LB60988403252975N,Lahren,Brady,668,Boston,Male,31,102478,1,0,0,3877,0,0,0
91CHL20140HB27753347870801N,Hok,Bradley,633,Chapel Hill,Male,41,507,1,1,0,8363,0,0,0
61BOS20170DE49520831247839P,Deaguiar,Eusebio,537,Boston,Male,29,-426,4,1,1,7413,0,1,0
40ATL20190SP89240280665656N,Soto,Phil,701,Atlanta,Male,32,96724,1,1,0,4003,0,0,0
91CHL20160NG40524597086144N,Nylen,Gaston,734,Chapel Hill,Male,56,127329,1,1,1,5705,0,0,1
91CHL20140VR60401911303136N,Villaescusa,Reynaldo,674,Chapel Hill,Male,41,83178,1,0,1,9552,0,0,0
40ATL20150WL34847464315035N,Wolkow,Lyle,531,Atlanta,Male,36,135361,1,1,1,3797,0,0,0
61BOS20110SF33372880089220N,Sieczkowski,Floyd,670,Boston,Male,29,0,2,1,1,2138,0,0,0
61BOS20140HS20459334787006N,Hilliker,Sanford,710,Boston,Male,90,94332,1,0,1,18417,0,0,0
61BOS20170SM45701366746719N,Saviano,Marchelle,698,Boston,Female,43,0,1,0,0,3440,0,0,1
61BOS20130WE82468768891473N,Woodka,Evan,475,Boston,Male,33,771,1,1,0,6438,0,0,0
40ATL20150KD49607865949932N,Kinsella,Delmer,653,Atlanta,Male,37,131007,1,0,1,4902,0,0,0
61BOS20130PJ19288491423964N,Placke,Jim,680,Boston,Male,37,0,1,1,0,15177,0,0,0
40ATL20190HA90701527033052N,Hirkaler,Allene,913,Atlanta,Female,52,70902,1,0,1,3447,0,0,1
61BOS20120SS90296756978196P,Seajack,Sherman,604,Boston,Male,37,127736,2,1,0,9119,1,1,0
61BOS20100MC6322548675187N,Mcwatters,Crystle,622,Boston,Female,36,105109,1,0,0,4336,0,0,0
61BOS20130KB98881400621153N,Kolp,Bo,564,Boston,Male,37,150842,2,0,0,15121,1,0,0
61BOS20090PG45074988935745N,Pallas,Gregory,549,Boston,Male,30,1144,2,0,1,1927,1,0,0
91CHL20150BC63221348593932N,Blakelock,Cristal,545,Chapel Hill,Female,42,108750,1,1,0,5859,0,0,0
61BOS20160CK66981413387809P,Clouse,Kerrie,549,Boston,Female,70,-2134,3,1,1,16128,1,1,0
91CHL20140CW63917053247297N,Carvin,Wilton,697,Chapel Hill,Male,57,121164,1,0,0,14223,0,0,1
40ATL20110KV63561277588047N,Krone,Virgie,828,Atlanta,Female,44,91464,2,0,1,13154,0,0,1
91CHL20190CC67214872549107N,Cassada,Chantal,540,Chapel Hill,Female,54,85574,1,0,1,7143,0,0,0
61BOS20080PJ90465518307799N,Pitassi,Julietta,732,Boston,Female,37,87876,1,1,0,7093,0,0,0
40ATL20140CJ87719089271364N,Castrovinci,Jerald,613,Atlanta,Male,49,124387,1,0,1,8324,0,0,0
40ATL20190NW56405311844146N,Niten,Warren,861,Atlanta,Male,57,119315,1,1,0,8789,0,0,1
40ATL20140MA13917560561508N,Mikesell,Alix,608,Atlanta,Female,54,110279,1,1,0,18681,0,0,1
61BOS20190SL6393534406121N,Salle,Lawerence,568,Boston,Male,43,126962,1,1,0,9491,0,0,1
40ATL20170MC24789347706097P,Mortellaro,Chester,607,Atlanta,Male,70,41363,2,1,1,10568,1,1,0
61BOS20130ML10971718627093P,Mcmillan,Lovetta,748,Boston,Female,28,763,2,1,0,9736,0,1,0
40ATL20170HB55425920795931N,Hugus,Bobbie,637,Atlanta,Female,38,91183,3,0,0,548,0,0,1
61BOS20100BD55160948581522N,Bennison,Delmer,540,Boston,Male,23,97281,1,1,0,5535,0,0,0
91CHL20110ZI94902976425272N,Zaccagnino,Israel,702,Chapel Hill,Male,28,0,2,0,1,4787,0,0,0
61BOS20100LN8735975157515N,Lipski,Nigel,663,Boston,Male,33,0,2,0,0,1330,1,0,0
61BOS20140PC54808696650797N,Promer,Cedric,572,Boston,Male,44,95218,1,1,0,6708,0,0,0
61BOS20130SK85498473509226N,Schneck,Katina,623,Boston,Female,29,1190,1,0,0,3166,0,0,0
61BOS20110KW97702100222503P,Kofoot,Weldon,593,Boston,Male,25,-1562,2,1,0,9614,0,1,0
91CHL20130PF70073928429116N,Phom,Filomena,561,Chapel Hill,Female,56,-986,3,0,1,14484,1,0,0
61BOS20150KT36347318679250P,Kealy,Tuan,613,Boston,Male,28,-268,2,1,0,14882,0,1,0
91CHL20130PM36435712548165N,Partido,Malik,686,Chapel Hill,Male,33,1080,1,0,0,6695,0,0,0
61BOS20130AM7890347076833N,Alder,Maira,768,Boston,Female,33,81149,1,1,1,15634,0,0,0
61BOS20140NJ78925093913899N,Noli,Junior,485,Boston,Male,42,-158,2,1,0,2555,1,0,0
91CHL20120WF17778628743074N,Wooley,Freddie,611,Chapel Hill,Male,63,2011,1,0,1,1494,0,0,0
91CHL20150PD20594203576527N,Pelyo,Davida,619,Chapel Hill,Female,24,60779,1,1,1,17402,0,0,0
40ATL20120TR82411530293088P,Taliaferro,Renetta,544,Atlanta,Female,31,75039,2,1,1,9045,1,1,0
91CHL20190HE84923554785103N,Hoerger,Evangelina,702,Chapel Hill,Female,50,585,1,1,0,7991,0,0,1
40ATL20120VN56391460648223N,Vegh,Nerissa,566,Atlanta,Female,25,45256,1,1,0,17727,0,0,0
91CHL20140PB7037192186313N,Pachew,Brandie,443,Chapel Hill,Female,43,-718,2,0,1,18788,1,0,0
91CHL20100SP99962784546628N,Stacken,Pansy,739,Chapel Hill,Female,42,114185,1,0,0,8171,0,0,0
91CHL20110KM61260941086978P,Krishnamurthy,Marilynn,714,Chapel Hill,Female,23,0,2,1,0,5227,0,1,0
61BOS20110MJ15087673996469N,Marcey,Jeremy,737,Boston,Male,55,0,1,1,0,14416,0,0,1
91CHL20160RR42124230083579N,Raven,Ryan,578,Chapel Hill,Male,51,126808,1,0,1,12340,0,0,0
61BOS20130BJ24461441091820N,Bohlig,Jenice,537,Boston,Female,39,122738,2,1,0,8093,0,0,1
61BOS20150DD99609912324137N,Deidrick,Delois,784,Boston,Female,41,115977,1,1,1,16649,0,0,0
61BOS20090FR75617684389332N,Fanno,Rickie,494,Boston,Male,43,1222,2,1,0,1306,1,0,0
61BOS20120HA42345445048184N,Henricksen,Alfredo,582,Boston,Male,34,613,1,1,0,4260,0,0,0
61BOS20130JD61998672052207N,Johar,Dion,695,Boston,Male,66,89271,1,1,1,13322,0,0,0
61BOS20120NG9149354711451N,Nap,Giuseppe,584,Boston,Male,42,136663,3,0,0,3651,1,0,0
61BOS20180SA82015030741553N,Strasters,Annie,622,Boston,Female,42,105135,1,1,1,3945,0,0,0
61BOS20160SC16808224427850N,Schader,Clemente,569,Boston,Male,46,-558,2,0,1,12853,1,0,0
61BOS20130SA45847298181240N,Steinmeiz,Armand,765,Boston,Male,33,89216,1,0,1,3023,0,0,0
61BOS20150EW97722019627221N,Ennes,Wilson,667,Boston,Male,48,0,1,1,0,8796,0,0,1
61BOS20090NC33791517921064N,Nordon,Corinna,508,Boston,Female,34,714,1,1,1,11737,0,0,0
91CHL20090HJ50723504006348N,Holom,Jamila,618,Chapel Hill,Female,70,-365,1,0,1,12665,0,0,0
91CHL20190BE54994854983247N,Brunsvold,Elodia,634,Chapel Hill,Female,41,50496,1,0,1,5815,0,0,1
40ATL20170MA31432854729271N,Mcpherren,Avelina,676,Atlanta,Female,38,88296,2,1,0,15391,0,0,1
91CHL20190WM15350239809303N,Whitlow,Mohammad,798,Chapel Hill,Male,32,126128,1,0,1,14435,0,0,1
61BOS20110BC61119619150074N,Baumgardt,Caleb,658,Boston,Male,41,150382,1,0,1,12743,0,0,0
91CHL20100FT51808821669371N,Filbrardt,Trudi,504,Chapel Hill,Female,26,115688,1,1,1,16759,0,0,0
61BOS20130MV24025266242043N,Mccurine,Vernia,384,Boston,Female,30,121727,1,1,0,17006,0,0,0
91CHL20060VR47656043714579N,Viesca,Rickey,543,Chapel Hill,Male,24,79227,2,0,0,3488,0,0,0
61BOS20140ZR9956570669404P,Zierk,Randee,746,Boston,Female,42,79002,2,1,0,12483,1,1,0
40ATL20080PJ42674293569756N,Penale,Joaquin,705,Atlanta,Male,45,107280,1,1,0,17848,0,0,0
61BOS20160LE88325937855699P,Lundborg,Elanor,798,Boston,Female,36,1059,2,1,1,16170,1,1,0
40ATL20100RR38219881289777N,Rahming,Rocco,603,Atlanta,Male,30,117378,1,1,0,7729,0,0,0
40ATL20120LJ29494321429695N,Luzader,Jettie,746,Atlanta,Female,31,98651,1,0,0,18077,0,0,0
61BOS20110TD42728691337852N,Tate,Dustin,510,Boston,Male,42,77818,1,1,1,3459,0,0,0
61BOS20160GC71933848970969N,Gwilt,Claudia,540,Boston,Female,39,88818,1,0,0,1501,0,0,0
61BOS20140PS16103192502483N,Palas,Sasha,821,Boston,Female,46,60,1,1,0,6958,0,0,1
61BOS20160FC82819477759738P,Fiorino,Carrol,594,Boston,Female,44,-1148,3,1,0,14093,1,1,0
91CHL20140WR97590302781345P,Wloch,Rosario,471,Chapel Hill,Male,29,-1737,2,1,0,15806,0,1,0
91CHL20090MB5350021580259P,Muske,Bert,675,Chapel Hill,Male,38,0,2,1,0,17024,1,1,0
91CHL20090TP36772272759391N,Trebesch,Pamila,539,Chapel Hill,Female,43,106146,1,0,0,8925,0,0,0
91CHL20140BK68124552362241P,Brawner,Kandace,599,Chapel Hill,Female,37,114335,3,1,0,12620,1,1,0
61BOS20150MT91698103354014N,Mullis,Theo,654,Boston,Male,34,297,3,0,0,1414,1,0,0
40ATL20130RM63248770072316N,Rauchwerger,Maryalice,626,Atlanta,Female,35,98558,1,0,1,17192,0,0,0
61BOS20130GE99267516278148P,Giaimo,Emmett,541,Boston,Male,59,-460,2,1,1,7655,1,1,0
61BOS20190MV56926884324444N,Mccoll,Vanetta,590,Boston,Female,60,91391,1,0,1,2305,0,0,1
91CHL20090BR69921403241104N,Benitez,Rebbeca,562,Chapel Hill,Female,38,87051,2,1,0,862,1,0,0
61BOS20180HS39885885699659N,Hose,Sallie,632,Boston,Female,82,-501,2,0,1,16099,0,0,0
91CHL20180FL10085501932273N,Fest,Lamonica,857,Chapel Hill,Female,52,0,1,1,0,15158,0,0,1
61BOS20190DD75158243157947N,Diluzio,Doug,577,Boston,Male,40,-516,1,1,0,11211,0,0,0
40ATL20120WG25652427148231P,Wytch,Gerard,699,Atlanta,Male,35,124682,2,1,1,5588,1,1,0
61BOS20110PS48221760068573P,Parrotta,Stacey,634,Boston,Male,21,-1255,2,1,1,14670,0,1,0
61BOS20090FD1251626832240P,Frutoz,Deshawn,612,Boston,Male,30,-423,2,1,0,14762,1,1,0
40ATL20160RA40838641488824N,Ridener,Aaron,704,Atlanta,Male,37,101355,1,0,0,8408,0,0,0
91CHL20160SA75134428978924N,Stana,Amado,611,Chapel Hill,Male,36,1163,1,1,0,2793,0,0,0
40ATL20170VL24729145201008P,Vuong,Lester,516,Atlanta,Female,29,48768,2,1,1,5819,0,1,0
40ATL20190AR14467508668471N,Alix,Rhett,797,Atlanta,Male,61,140123,5,1,0,2672,0,0,1
91CHL20100CW95567731236406N,Cuadras,Wilson,696,Chapel Hill,Male,57,0,1,1,1,3401,0,0,0
61BOS20120DM66305439471698N,Demik,Margarito,700,Boston,Male,52,137997,1,1,0,214,0,0,0
91CHL20100SL7839151214039N,Sulyma,Latrice,689,Chapel Hill,Female,36,0,1,1,0,15729,0,0,0
40ATL20120OS3484801348596N,Olin,Sanjuanita,626,Atlanta,Female,41,146219,2,0,1,5383,1,0,0
